Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1836,1.0905511811,2.01181102362,1.31102362205,2.66141732283,0.629921259843,6.46062992126,1.44094488189,2.37007874016,3.40157480315,2.0,1.90157480315,2.29921259843
1837,2.70078740157,3.70078740157,8.20078740157,7.5,9.5,8.5,5.90157480315,6.29921259843,2.09842519685,2.11023622047,2.90157480315,6.09842519685
1838,3.92913385827,3.70078740157,4.09842519685,2.5,3.98818897638,3.11811023622,1.83070866142,4.79133858268,4.96062992126,3.64173228346,3.09842519685,2.24015748031
1839,0.688976377953,2.05118110236,2.46062992126,3.35039370079,8.37007874016,4.94094488189,1.35039370079,4.92125984252,3.5905511811,1.44881889764,2.18897637795,7.61023622047
1840,1.83858267717,1.83858267717,2.92125984252,2.03149606299,2.38976377953,2.40157480315,1.79921259843,4.25196850394,1.83858267717,4.5905511811,2.90157480315,1.0
1841,5.29921259843,0.799212598425,2.35039370079,3.92913385827,3.94881889764,4.64960629921,4.90157480315,2.5,2.90157480315,4.40157480315,3.70078740157,2.70078740157
1842,1.07086614173,2.85039370079,1.25196850394,3.59842519685,3.59842519685,3.29921259843,3.79921259843,2.81102362205,2.09842519685,4.29921259843,1.79921259843,3.5
1843,1.0,2.31102362205,2.12992125984,2.14173228346,1.0,0.759842519685,1.64173228346,15.2598425197,3.05905511811,5.9094488189,2.8188976378,3.33858267717
1844,2.66141732283,1.03149606299,4.5,0.551181102362,3.4094488189,2.37007874016,6.0,2.72834645669,4.5,4.07874015748,1.72834645669,2.8188976378
1845,4.87007874016,3.22047244094,3.33070866142,1.22047244094,1.75196850394,3.70078740157,1.75196850394,3.20866141732,2.61811023622,2.5,3.40157480315,2.51181102362
1846,3.92125984252,3.01181102362,3.8188976378,4.01181102362,9.70078740157,1.38976377953,6.01181102362,3.88188976378,0.48031496063,1.33858267717,8.35826771654,2.98818897638
1847,4.61811023622,5.74015748031,8.48031496063,1.53149606299,2.1811023622,6.77952755906,1.61811023622,6.92913385827,12.2007874016,2.12992125984,6.29133858268,6.35039370079
1848,1.75196850394,1.6811023622,2.22834645669,1.16141732283,7.27952755906,4.55905511811,2.64173228346,1.4094488189,1.87007874016,6.61023622047,1.5905511811,4.01968503937
1849,0.610236220472,2.25984251969,4.87007874016,0.61811023622,3.46850393701,0.779527559055,1.42913385827,4.62992125984,1.55118110236,5.62992125984,1.88188976378,4.01181102362
1850,5.57086614173,2.64173228346,4.64173228346,2.72047244094,9.20078740157,3.07086614173,3.92125984252,7.20866141732,4.70866141732,3.16141732283,2.33070866142,5.35826771654
1851,1.46062992126,4.5,1.70078740157,6.94094488189,4.72834645669,0.90157480315,4.72047244094,3.46850393701,1.25984251969,2.94881889764,4.53149606299,3.72047244094
1852,2.92125984252,3.07874015748,4.42913385827,4.74015748031,2.24015748031,2.11023622047,3.24803149606,6.20078740157,2.29133858268,2.05905511811,6.07086614173,4.44881889764
1853,4.14173228346,4.98031496063,2.03149606299,3.3188976378,5.79921259843,4.79921259843,4.40157480315,5.5,5.48818897638,3.90157480315,6.79921259843,1.03937007874
1854,2.59842519685,4.0,0.700787401575,8.79921259843,7.70078740157,2.20078740157,1.90157480315,1.03149606299,1.90157480315,1.79921259843,3.94881889764,8.59842519685
1855,3.29921259843,3.44881889764,1.20078740157,2.40157480315,3.85039370079,3.70078740157,6.0,2.55118110236,1.29921259843,5.5,2.40157480315,8.29921259843
1856,5.59842519685,1.25196850394,3.0,2.64960629921,3.64960629921,2.90157480315,2.5,7.59842519685,3.0,1.70078740157,2.5,2.29921259843
1857,3.20078740157,0.90157480315,1.44881889764,5.70078740157,5.09842519685,4.20078740157,4.79921259843,4.29921259843,3.05118110236,4.09842519685,1.0,2.90157480315
1858,1.70078740157,1.20078740157,0.649606299213,,5.53937007874,5.94881889764,4.40157480315,3.9094488189,3.29921259843,2.0,4.0,4.79921259843
1859,6.20078740157,4.35039370079,7.5,6.05118110236,3.90157480315,6.70078740157,3.79921259843,7.09842519685,7.09842519685,1.29921259843,3.64960629921,4.75984251969
1860,2.75196850394,1.94094488189,1.44094488189,2.90157480315,3.46062992126,1.11023622047,3.85826771654,5.12992125984,3.24803149606,2.20866141732,5.14960629921,2.48818897638
1862,9.64960629921,4.40157480315,4.66141732283,3.40157480315,3.44881889764,7.29921259843,2.87007874016,2.55118110236,,4.79921259843,3.05118110236,1.64960629921
1863,4.55118110236,5.75196850394,5.5,5.55118110236,5.35039370079,1.85039370079,5.5,3.64960629921,0.90157480315,2.87007874016,2.55118110236,4.14960629921
1864,2.35039370079,0.94094488189,3.14960629921,2.44881889764,4.22834645669,2.5,1.94881889764,2.59842519685,5.05118110236,4.05118110236,3.44881889764,3.44881889764
1865,2.90157480315,4.55118110236,4.64960629921,3.12992125984,4.85039370079,2.55118110236,4.35039370079,1.90157480315,2.25196850394,3.79921259843,3.90157480315,4.03149606299
1866,1.59842519685,6.01968503937,1.87007874016,,4.5,,,,3.22834645669,,2.75984251969,3.24015748031
1867,1.38188976378,5.0,3.14960629921,1.40157480315,5.64960629921,9.09842519685,5.59842519685,7.53937007874,1.38188976378,4.01968503937,1.88188976378,
1868,3.03149606299,1.72834645669,2.03149606299,4.48031496063,6.33858267717,3.77165354331,6.62992125984,4.51968503937,9.20866141732,1.14173228346,3.88976377953,2.42125984252
1869,2.53543307087,6.87007874016,4.6062992126,1.38582677165,4.15354330709,4.40157480315,3.20472440945,1.75984251969,2.81102362205,6.48818897638,2.03543307087,5.01968503937
1870,4.4094488189,2.83464566929,3.33070866142,5.11023622047,1.82677165354,2.82283464567,3.76377952756,3.07480314961,2.51968503937,4.96850393701,2.42125984252,2.1811023622
1871,2.07086614173,2.74015748031,5.53937007874,3.03937007874,4.04330708661,7.05118110236,5.57086614173,5.59842519685,2.34251968504,7.49606299213,3.66535433071,2.24409448819
1872,1.88188976378,1.2874015748,5.25196850394,2.2874015748,2.6811023622,2.93700787402,7.83070866142,6.29133858268,2.95275590551,3.34645669291,4.07874015748,3.18503937008
1873,5.34645669291,3.8031496063,2.0905511811,4.16141732283,3.69291338583,1.28346456693,4.61023622047,9.56299212598,3.14173228346,2.73622047244,4.62598425197,2.96062992126
1874,5.33464566929,2.03937007874,2.12204724409,8.77165354331,2.24015748031,2.7874015748,5.06299212598,2.42913385827,8.24015748031,1.70472440945,2.29921259843,2.8188976378
1875,3.17322834646,2.62598425197,3.48031496063,3.07480314961,1.33464566929,2.72440944882,4.85826771654,8.97244094488,1.88976377953,2.64960629921,3.77559055118,2.12992125984
1876,0.944881889764,4.81102362205,8.79133858268,3.06299212598,3.02755905512,2.66141732283,3.64960629921,2.27952755906,5.27952755906,1.42125984252,3.3188976378,2.54330708661
1877,2.62204724409,1.24409448819,5.57480314961,2.73228346457,0.952755905512,2.8031496063,5.73228346457,2.77165354331,1.33070866142,8.14566929134,5.62992125984,0.681102362205
1878,4.46850393701,3.75196850394,3.27559055118,1.97637795276,3.18897637795,3.07874015748,4.61811023622,7.97637795276,4.05118110236,2.43307086614,4.73228346457,5.13779527559
1879,2.63385826772,2.01968503937,3.41338582677,4.33070866142,2.01968503937,3.14566929134,3.57874015748,7.95275590551,2.37007874016,0.433070866142,2.20472440945,4.94881889764
1880,2.02362204724,2.12204724409,4.66141732283,2.89763779528,0.61811023622,1.14173228346,8.53149606299,5.25984251969,1.85433070866,2.81496062992,2.46062992126,2.27559055118
1881,4.8031496063,4.92913385827,5.8031496063,0.952755905512,3.20472440945,5.35039370079,1.25196850394,0.866141732283,0.968503937008,1.60236220472,2.36614173228,4.18897637795
1882,5.07874015748,3.43307086614,2.53149606299,1.64173228346,4.1968503937,2.51968503937,3.20866141732,1.14173228346,16.8582677165,1.51181102362,1.24409448819,1.95669291339
1883,2.68503937008,4.2125984252,1.49212598425,3.7125984252,2.83070866142,3.32283464567,3.2125984252,1.82283464567,3.24409448819,4.52755905512,1.52362204724,3.20866141732
1884,5.22047244094,4.92125984252,4.62598425197,2.62598425197,3.74015748031,4.98031496063,4.74409448819,7.90551181102,0.208661417323,3.74803149606,3.1811023622,6.17322834646
1885,3.06692913386,4.56692913386,0.909448818898,2.20078740157,1.86220472441,1.32283464567,3.5905511811,5.67322834646,0.409448818898,5.17716535433,4.17322834646,2.46456692913
1886,3.91732283465,4.88582677165,2.83070866142,3.85039370079,5.40157480315,3.35039370079,2.75590551181,0.952755905512,1.16929133858,3.06692913386,4.42125984252,2.79527559055
1887,4.42125984252,5.95669291339,3.07480314961,2.79133858268,0.346456692913,7.76377952756,5.29527559055,3.58661417323,1.93307086614,2.44094488189,2.02362204724,4.38976377953
1888,4.96456692913,3.49212598425,4.61811023622,2.88582677165,5.61811023622,2.60236220472,1.53149606299,7.66141732283,8.15748031496,4.33858267717,4.04330708661,3.42125984252
1889,4.97244094488,2.21653543307,2.63779527559,5.47637795276,2.8937007874,2.38976377953,11.8897637795,4.27165354331,6.92125984252,2.61417322835,10.0039370079,1.91732283465
1890,2.29921259843,3.41732283465,5.5,1.85433070866,3.45275590551,4.66929133858,4.49212598425,4.37401574803,4.63385826772,6.56692913386,0.712598425197,3.70472440945
1891,6.00393700787,4.12204724409,3.61023622047,2.38188976378,2.44881889764,1.48031496063,3.94488188976,4.5157480315,2.49212598425,2.60236220472,2.29921259843,3.55118110236
1892,4.69291338583,0.94094488189,3.49212598425,2.02362204724,4.22047244094,2.78346456693,3.2125984252,4.15354330709,0.90157480315,0.586614173228,7.14173228346,1.30708661417
1893,2.32283464567,6.14173228346,3.54330708661,5.19291338583,4.77559055118,2.5905511811,1.12992125984,8.71653543307,1.92125984252,5.3031496063,3.55118110236,3.08661417323
1894,2.01181102362,3.93307086614,1.35826771654,2.1968503937,3.72834645669,0.984251968504,2.21653543307,1.16535433071,8.6811023622,5.37007874016,4.14566929134,4.65748031496
1895,5.0157480315,0.46062992126,2.26377952756,3.31102362205,2.02755905512,2.46850393701,4.53937007874,4.16141732283,0.61811023622,4.20866141732,3.83070866142,2.4842519685
1896,0.96062992126,6.83464566929,5.28346456693,1.27165354331,2.50787401575,5.72834645669,7.40551181102,1.53937007874,4.74015748031,1.74409448819,2.83858267717,1.12992125984
1897,3.0,2.5157480315,2.38976377953,2.66929133858,5.77165354331,2.95275590551,9.56299212598,3.77165354331,1.81102362205,0.720472440945,4.5157480315,4.87401574803
1898,4.26377952756,4.22440944882,2.79133858268,3.25196850394,6.72047244094,1.25196850394,4.41338582677,3.47244094488,1.70866141732,6.05118110236,6.72440944882,3.07086614173
1899,3.98031496063,3.9094488189,5.77559055118,1.74015748031,1.0905511811,2.25984251969,4.47244094488,3.41732283465,6.11811023622,2.13385826772,1.7874015748,1.91338582677
1900,4.22834645669,5.38188976378,3.48818897638,2.01968503937,3.71653543307,2.20472440945,3.2125984252,4.5157480315,2.50393700787,3.56692913386,4.35826771654,2.0157480315
1901,1.67322834646,0.547244094488,5.47637795276,6.62598425197,6.43700787402,1.0,7.64566929134,6.55118110236,2.41732283465,2.35039370079,0.204724409449,7.0157480315
1902,2.26771653543,5.38582677165,4.85039370079,3.03149606299,1.35039370079,6.4842519685,5.58661417323,4.29921259843,4.31102362205,7.16141732283,1.28346456693,6.77559055118
1903,4.1811023622,4.70078740157,4.23228346457,3.44881889764,0.5,9.77952755906,3.92519685039,6.73228346457,3.66929133858,13.311023622,0.968503937008,3.08661417323
1904,2.97244094488,2.20866141732,3.57874015748,3.79527559055,1.87795275591,2.95275590551,4.95275590551,7.85039370079,4.31102362205,2.99212598425,2.20078740157,1.96850393701
1905,2.77952755906,2.01181102362,3.5,2.3937007874,0.716535433071,3.76771653543,3.05511811024,4.80708661417,5.83858267717,3.55511811024,1.66929133858,3.37795275591
1906,2.68897637795,2.47637795276,5.04330708661,5.90157480315,5.53937007874,1.26377952756,4.53543307087,1.42913385827,2.49212598425,4.18897637795,1.06299212598,3.5905511811
1907,2.88976377953,2.25196850394,3.07480314961,3.78346456693,5.4842519685,3.28346456693,0.893700787402,3.24015748031,8.32677165354,4.77952755906,4.48031496063,4.25984251969
1908,3.76377952756,5.85826771654,2.38188976378,2.26771653543,8.5157480315,1.27165354331,3.79527559055,6.0157480315,1.9094488189,1.38582677165,0.708661417323,3.19291338583
1909,3.32283464567,4.53149606299,3.57480314961,6.12992125984,1.47637795276,3.01968503937,2.17322834646,8.50393700787,2.64960629921,0.665354330709,1.36220472441,4.29527559055
1910,4.64566929134,3.14960629921,1.02362204724,5.0,1.49212598425,6.03543307087,0.496062992126,1.06692913386,1.42125984252,3.23228346457,4.29921259843,1.87795275591
1911,2.79133858268,3.26377952756,3.33070866142,3.54330708661,1.25196850394,5.6811023622,2.16141732283,9.27952755906,1.70078740157,7.64566929134,5.11811023622,3.07086614173
1912,2.55905511811,2.73228346457,7.70472440945,3.52755905512,5.4094488189,1.57480314961,2.55905511811,2.74803149606,4.14173228346,4.09842519685,3.53149606299,5.00787401575
1913,3.42913385827,2.74015748031,6.48031496063,6.27165354331,2.95275590551,1.98031496063,6.06692913386,2.38188976378,7.00787401575,12.9724409449,2.16535433071,3.5905511811
1914,5.27559055118,3.33464566929,4.74409448819,3.33858267717,2.25196850394,2.03937007874,5.47244094488,2.54724409449,0.291338582677,2.23228346457,3.31102362205,5.24409448819
1915,7.94488188976,6.01181102362,1.25196850394,2.57874015748,3.27559055118,3.84645669291,3.01968503937,7.26377952756,2.38188976378,2.26377952756,1.63779527559,4.2874015748
1916,1.28346456693,4.76377952756,3.70078740157,3.2874015748,4.35433070866,4.55905511811,4.54724409449,0.551181102362,3.45275590551,1.03937007874,2.14173228346,4.25196850394
1917,2.96456692913,2.08661417323,4.46062992126,2.72440944882,3.83070866142,3.83070866142,5.01181102362,1.55511811024,2.6811023622,6.81496062992,0.858267716535,4.24803149606
1918,3.53149606299,2.48031496063,1.66929133858,4.65354330709,4.83070866142,4.61023622047,4.36220472441,2.42913385827,2.91732283465,0.783464566929,2.41732283465,3.61417322835
1919,3.51181102362,3.83858267717,5.96850393701,2.88188976378,4.14960629921,3.84251968504,8.50393700787,5.82283464567,4.88976377953,3.59448818898,3.55905511811,2.77165354331
1920,2.09448818898,6.41338582677,4.75196850394,5.27952755906,3.24015748031,5.02755905512,6.1968503937,3.91732283465,4.75984251969,1.24803149606,4.14960629921,6.16535433071
1921,2.94881889764,5.41338582677,2.88582677165,3.17322834646,4.14173228346,2.79133858268,2.02755905512,4.56692913386,2.81102362205,0.877952755906,3.8188976378,2.33858267717
1922,2.74015748031,3.35433070866,5.5157480315,2.02362204724,3.75590551181,6.88582677165,7.48818897638,2.86220472441,3.41732283465,1.4842519685,1.29133858268,3.86614173228
1923,6.98818897638,2.53543307087,4.15354330709,2.37401574803,1.83464566929,3.01181102362,2.76771653543,1.23228346457,2.65748031496,5.39763779528,3.18897637795,4.42913385827
1924,4.89763779528,4.35039370079,2.08267716535,6.04330708661,6.34251968504,2.77952755906,0.893700787402,5.84251968504,3.57480314961,0.279527559055,2.16535433071,2.47637795276
1925,5.42519685039,2.42913385827,4.07874015748,2.00393700787,3.35826771654,3.59842519685,5.77952755906,1.71653543307,2.31496062992,4.51181102362,2.92913385827,3.30708661417
1926,2.84645669291,5.37007874016,2.65748031496,1.72834645669,2.42125984252,1.7125984252,6.38582677165,7.27952755906,4.7874015748,4.87401574803,3.78346456693,4.00393700787
1927,2.02755905512,3.45669291339,1.33464566929,2.85433070866,4.76771653543,3.70472440945,6.4842519685,9.82677165354,4.26771653543,8.99606299213,4.33464566929,4.00787401575
