Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1928,1.87795275591,4.84251968504,2.83070866142,4.83070866142,2.07086614173,7.03937007874,8.88976377953,4.57086614173,3.67322834646,1.57086614173,2.46062992126,0.98031496063
1929,3.33858267717,5.07086614173,4.23228346457,5.85039370079,4.01968503937,1.89763779528,1.21653543307,1.47244094488,3.12204724409,4.62992125984,2.22440944882,3.34251968504
1930,2.37401574803,3.24803149606,2.23228346457,2.30708661417,3.43307086614,2.92125984252,6.61023622047,4.32677165354,1.48031496063,1.7125984252,5.62204724409,2.73622047244
1931,2.56299212598,2.70472440945,4.83464566929,3.79921259843,4.38188976378,3.76377952756,3.38976377953,3.24015748031,1.57086614173,2.79527559055,0.606299212598,2.44094488189
1932,4.44881889764,2.70472440945,5.82283464567,2.34251968504,2.95275590551,4.36220472441,1.42125984252,3.20078740157,1.22834645669,5.58267716535,7.37401574803,2.4842519685
1933,1.78346456693,3.0905511811,6.08267716535,5.18503937008,5.20078740157,2.66929133858,3.72047244094,8.85039370079,10.0905511811,2.52362204724,0.897637795276,3.44881889764
1934,3.42125984252,3.00787401575,4.47637795276,3.45275590551,5.18897637795,3.67716535433,4.24015748031,2.77559055118,11.9488188976,2.8188976378,2.16535433071,2.65748031496
1935,3.9094488189,3.17322834646,2.4842519685,1.53543307087,1.05905511811,3.97637795276,5.24409448819,1.42519685039,4.33858267717,2.23622047244,3.25984251969,1.24803149606
1936,7.53937007874,2.6811023622,5.44881889764,3.31102362205,2.96850393701,4.61811023622,1.88976377953,4.0,4.82283464567,3.89763779528,1.13779527559,7.53149606299
1937,5.66535433071,2.4842519685,2.89763779528,5.0905511811,2.9094488189,4.36220472441,5.53937007874,7.32677165354,5.05511811024,4.56299212598,4.72834645669,2.05905511811
1938,3.99212598425,1.97244094488,2.22440944882,3.38188976378,3.36614173228,7.13385826772,5.83464566929,3.91732283465,9.06299212598,1.75196850394,3.27559055118,2.62598425197
1939,3.8031496063,6.20078740157,4.77165354331,4.26377952756,0.885826771654,3.79921259843,0.992125984252,4.82677165354,1.89763779528,4.31496062992,1.40157480315,1.3937007874
1940,2.61417322835,2.63385826772,4.73228346457,5.46062992126,7.6062992126,3.0157480315,3.3031496063,4.12992125984,2.82283464567,2.42913385827,3.55118110236,2.79527559055
1941,3.23228346457,3.52755905512,3.05118110236,2.39763779528,2.24803149606,4.77165354331,4.07480314961,5.91732283465,0.511811023622,1.86614173228,3.3937007874,4.04724409449
1942,2.88188976378,2.53543307087,5.91338582677,1.0905511811,1.78346456693,3.59448818898,7.15354330709,9.07480314961,4.22834645669,1.9842519685,3.72440944882,4.57086614173
1943,2.46456692913,1.87795275591,3.67716535433,1.72047244094,5.05118110236,2.16929133858,3.38188976378,3.79527559055,1.70866141732,7.6062992126,2.1062992126,1.20078740157
1944,3.20078740157,1.72834645669,5.9842519685,4.75590551181,1.1811023622,3.35039370079,1.83070866142,1.84251968504,10.3031496063,2.32677165354,5.96456692913,2.57086614173
1945,2.24803149606,2.93307086614,2.23228346457,3.66141732283,5.34251968504,4.01968503937,5.15748031496,2.75196850394,5.49606299213,2.03149606299,4.56299212598,4.55905511811
1946,1.85826771654,1.76377952756,3.2125984252,1.43700787402,6.8031496063,3.35826771654,5.11417322835,6.68503937008,4.01968503937,0.850393700787,1.65748031496,1.61023622047
1947,2.74015748031,2.24015748031,2.29921259843,5.08661417323,4.25196850394,3.44094488189,2.72440944882,2.39763779528,3.15354330709,1.73228346457,6.82283464567,3.92125984252
1948,4.74015748031,2.51968503937,3.51181102362,3.25984251969,7.57874015748,5.52362204724,4.5157480315,2.99212598425,1.27952755906,1.5157480315,3.17322834646,6.27952755906
1949,6.03149606299,3.57874015748,1.66141732283,4.41732283465,3.41338582677,0.0236220472441,4.2125984252,4.29133858268,3.43307086614,1.92125984252,0.96062992126,2.28346456693
1950,2.26771653543,4.44488188976,2.73228346457,1.66929133858,2.66141732283,2.18897637795,4.24803149606,4.97637795276,1.4842519685,1.7125984252,4.24409448819,4.32283464567
1951,3.31102362205,3.05118110236,5.61811023622,2.43700787402,4.92913385827,2.97637795276,3.67322834646,2.53149606299,0.700787401575,1.8188976378,6.49606299213,4.28346456693
1952,4.56299212598,1.37795275591,3.99606299213,5.10236220472,4.77952755906,3.63779527559,3.3188976378,4.62992125984,2.05118110236,0.94094488189,3.05511811024,4.12598425197
1953,4.90157480315,2.37795275591,8.76771653543,5.1968503937,4.35433070866,1.82283464567,3.86220472441,2.1062992126,1.09842519685,4.3031496063,2.02755905512,4.42125984252
1954,1.64566929134,1.81496062992,3.25196850394,2.70866141732,3.11023622047,1.3188976378,0.964566929134,6.08661417323,4.76377952756,1.98818897638,4.93307086614,3.03149606299
1955,0.775590551181,3.01181102362,3.71653543307,1.97637795276,2.64173228346,2.51968503937,0.507874015748,10.8700787402,2.67322834646,6.87007874016,4.12204724409,0.251968503937
1956,1.53937007874,4.18897637795,5.03937007874,2.78346456693,2.20866141732,2.98818897638,3.12992125984,2.56299212598,2.32283464567,3.61023622047,2.61811023622,3.29133858268
1957,1.70078740157,2.43307086614,2.0,4.5157480315,3.66929133858,1.85433070866,1.46850393701,2.86614173228,3.01181102362,3.27165354331,4.45669291339,5.26771653543
1958,3.7874015748,2.98031496063,3.18897637795,6.14566929134,3.25590551181,2.54724409449,3.68503937008,2.36220472441,4.43700787402,5.46062992126,1.85039370079,1.25196850394
1959,2.34645669291,1.69291338583,3.77165354331,1.91338582677,1.33070866142,4.20078740157,4.27559055118,4.44881889764,1.11023622047,4.82283464567,4.22047244094,4.64173228346
1960,2.40157480315,4.42913385827,2.96456692913,3.05905511811,2.97637795276,1.74409448819,8.2874015748,6.25984251969,5.38582677165,2.82283464567,3.05511811024,3.04330708661
1961,1.88188976378,3.95669291339,4.23228346457,5.08661417323,3.61417322835,2.86220472441,4.92125984252,3.13779527559,1.70078740157,2.2125984252,2.7125984252,3.03937007874
1962,2.62992125984,3.73622047244,2.97244094488,3.0,1.25984251969,3.73228346457,1.67322834646,5.70472440945,3.10236220472,3.14960629921,3.93700787402,2.26771653543
1963,1.93700787402,2.55118110236,3.61811023622,1.27165354331,2.16141732283,2.72440944882,2.20078740157,3.20866141732,3.95275590551,0.137795275591,8.24409448819,2.30708661417
1964,4.61811023622,2.92913385827,2.57480314961,5.09842519685,0.570866141732,2.66929133858,4.1811023622,0.240157480315,1.69291338583,1.72834645669,2.55118110236,4.16929133858
1965,3.09448818898,3.66141732283,2.5,2.90157480315,1.58267716535,1.27559055118,1.33070866142,2.72834645669,1.70078740157,2.16141732283,1.46456692913,1.72047244094
1966,2.62992125984,4.96456692913,0.944881889764,2.69291338583,4.25590551181,1.16929133858,1.24803149606,1.88976377953,8.8188976378,4.63779527559,3.46850393701,3.19291338583
1967,1.3937007874,2.68503937008,5.97637795276,3.44881889764,4.08267716535,4.64173228346,6.98818897638,5.94488188976,1.84251968504,3.46850393701,2.5905511811,6.07874015748
1968,2.04330708661,1.12992125984,4.79527559055,2.82283464567,7.05905511811,6.15354330709,2.62992125984,2.88188976378,1.96850393701,2.20472440945,5.75984251969,4.14960629921
1969,1.09842519685,3.05118110236,3.72834645669,3.99212598425,2.67322834646,3.15748031496,7.37401574803,2.52362204724,8.3188976378,1.96850393701,3.57086614173,7.07874015748
1970,0.665354330709,4.51968503937,4.18503937008,3.48031496063,3.33858267717,2.26771653543,2.19291338583,2.47244094488,1.74409448819,2.48031496063,5.14173228346,2.82283464567
1971,2.66929133858,5.33070866142,3.8031496063,2.95669291339,4.24409448819,2.30708661417,7.20078740157,9.37007874016,7.36220472441,4.14566929134,5.63779527559,1.76377952756
1972,2.41732283465,5.9094488189,4.55118110236,3.92125984252,8.38582677165,9.29921259843,4.53937007874,1.91732283465,1.33464566929,6.27165354331,12.4094488189,6.0905511811
1973,4.53149606299,4.55118110236,3.6062992126,8.04724409449,4.50393700787,4.55118110236,5.8937007874,3.08661417323,2.75196850394,3.92125984252,1.82283464567,9.98031496063
1974,3.80708661417,1.49212598425,5.76377952756,3.83464566929,4.29527559055,3.3031496063,1.33070866142,5.99212598425,8.05511811024,2.5905511811,0.94094488189,6.33464566929
1975,4.76377952756,3.33070866142,3.32283464567,3.04330708661,3.38188976378,7.57874015748,11.7637795276,3.05118110236,9.3188976378,3.70472440945,4.32677165354,3.63385826772
1976,5.77952755906,3.12992125984,2.99212598425,2.80708661417,4.77952755906,2.78346456693,1.42913385827,6.52362204724,3.15354330709,5.30708661417,0.338582677165,2.29133858268
1977,2.24803149606,2.50393700787,7.40551181102,3.74803149606,1.70866141732,3.83464566929,1.59842519685,4.57086614173,4.75196850394,5.02755905512,12.2677165354,5.06299212598
1978,8.26377952756,1.5905511811,2.73228346457,2.38582677165,9.15748031496,1.68897637795,4.48031496063,5.49606299213,4.05905511811,1.50393700787,2.84645669291,5.61023622047
1979,10.5236220472,4.58267716535,4.40157480315,4.03543307087,6.22834645669,1.55905511811,1.76377952756,4.27165354331,4.83464566929,3.87401574803,3.38582677165,2.69291338583
1980,1.72440944882,1.03937007874,10.4094488189,8.27165354331,2.33070866142,3.84645669291,5.26771653543,1.15748031496,1.98031496063,3.86220472441,4.11811023622,0.586614173228
1981,0.57874015748,6.04724409449,1.18897637795,3.42125984252,3.55905511811,2.70866141732,6.2125984252,0.594488188976,3.45275590551,3.4842519685,1.6968503937,5.17716535433
1982,6.46062992126,2.37401574803,2.56299212598,5.66535433071,2.42913385827,5.11811023622,3.14566929134,4.66141732283,1.77165354331,2.30708661417,3.44488188976,1.46850393701
1983,5.00787401575,3.22047244094,10.5393700787,14.0196850394,4.6062992126,2.8188976378,3.3937007874,7.25984251969,4.61811023622,8.62992125984,6.68503937008,9.76771653543
1984,1.87401574803,4.86220472441,6.30708661417,6.61811023622,9.74409448819,5.76377952756,7.03543307087,1.38188976378,2.5157480315,3.63385826772,4.07480314961,3.26377952756
1985,1.0,2.41338582677,1.90551181102,1.41732283465,5.72047244094,4.41338582677,4.4094488189,2.58267716535,4.74803149606,1.29921259843,8.09448818898,0.838582677165
1986,4.22834645669,2.86220472441,1.46062992126,3.94094488189,1.68503937008,1.86220472441,5.55905511811,4.24803149606,2.20472440945,1.92125984252,6.85433070866,6.16141732283
1987,5.81102362205,1.01181102362,4.92913385827,5.89763779528,1.44881889764,3.94488188976,4.12204724409,4.89763779528,5.25590551181,3.88976377953,3.08267716535,2.16929133858
1988,3.64566929134,3.9094488189,2.09842519685,2.20078740157,5.27165354331,1.29133858268,8.14566929134,2.19291338583,2.34645669291,3.56299212598,8.90157480315,1.13385826772
1989,2.29527559055,3.02362204724,4.92913385827,4.25984251969,10.2440944882,8.79133858268,5.12992125984,8.44488188976,6.90157480315,7.48031496063,2.79133858268,0.830708661417
1990,5.34645669291,2.33070866142,3.64173228346,5.12204724409,9.09448818898,2.50393700787,3.51181102362,12.3622047244,2.24409448819,6.38188976378,2.8188976378,5.57874015748
1991,3.37795275591,1.93307086614,5.15748031496,3.6811023622,3.11417322835,4.16141732283,4.57086614173,7.13779527559,3.70866141732,2.12992125984,1.96062992126,4.25984251969
1992,1.68503937008,1.86614173228,4.07874015748,1.75590551181,4.01968503937,4.76771653543,4.49212598425,3.49212598425,4.8937007874,1.16141732283,5.64566929134,5.50787401575
1993,3.44094488189,2.81102362205,6.63779527559,4.28346456693,1.56299212598,1.48818897638,1.70078740157,5.41338582677,5.25590551181,4.54330708661,2.1968503937,4.95275590551
1994,5.61811023622,3.44094488189,6.32283464567,2.42519685039,4.24803149606,3.2125984252,3.85826771654,6.33464566929,3.33070866142,1.35039370079,4.34251968504,2.90551181102
1995,3.75590551181,3.12992125984,1.25590551181,2.29133858268,2.84251968504,2.09448818898,6.12992125984,0.181102362205,3.03543307087,7.81496062992,5.78346456693,2.12204724409
1996,5.64173228346,2.58661417323,3.8188976378,6.32677165354,2.64566929134,5.72047244094,5.76377952756,1.87401574803,4.97244094488,7.51968503937,2.87007874016,6.4842519685
1997,3.65354330709,2.55118110236,5.19291338583,2.87007874016,3.05511811024,1.92913385827,8.36220472441,3.20866141732,2.1062992126,2.09842519685,4.68897637795,4.27559055118
1998,5.20078740157,5.81102362205,5.08661417323,7.05511811024,6.94488188976,5.94094488189,1.09448818898,2.78346456693,3.44094488189,2.75590551181,1.47637795276,1.12598425197
1999,7.02362204724,3.49212598425,4.0157480315,1.93700787402,4.03937007874,0.590551181102,0.44094488189,2.8937007874,8.80708661417,2.73228346457,2.33070866142,3.23228346457
2000,3.22440944882,1.65748031496,3.34251968504,3.53149606299,4.50393700787,4.87401574803,7.28346456693,3.8188976378,5.8188976378,0.673228346457,3.53937007874,3.20078740157
2001,3.16141732283,1.95275590551,7.4842519685,1.58267716535,2.02755905512,5.29527559055,2.03937007874,2.56299212598,5.29921259843,0.657480314961,1.36614173228,2.23622047244
2002,1.92913385827,0.708661417323,3.53543307087,3.41732283465,3.6968503937,4.48031496063,1.05511811024,4.91732283465,5.16535433071,7.20078740157,5.07480314961,4.06692913386
2003,2.30708661417,4.54724409449,4.57086614173,3.20472440945,3.40551181102,10.2637795276,3.75984251969,5.85433070866,6.02755905512,4.90551181102,4.1811023622,5.42519685039
2004,2.13385826772,2.6811023622,2.98818897638,4.11417322835,5.75984251969,3.01968503937,7.62992125984,3.02362204724,11.5078740157,1.14960629921,4.22047244094,3.70866141732
2005,4.67322834646,3.04330708661,4.96456692913,4.81102362205,1.48031496063,3.20866141732,3.56692913386,3.96456692913,0.476377952756,16.7322834646,4.46850393701,4.59842519685
2006,4.99212598425,2.87795275591,0.799212598425,5.55905511811,4.62598425197,8.54724409449,6.16535433071,6.08267716535,3.6968503937,7.07086614173,7.33858267717,2.14566929134
2007,3.64173228346,1.98818897638,5.35826771654,13.0551181102,1.87795275591,6.55905511811,6.89763779528,7.1811023622,1.80708661417,4.66141732283,3.48031496063,5.22047244094
2008,2.85826771654,5.95669291339,4.08267716535,2.76771653543,4.00787401575,4.70078740157,2.84645669291,5.58267716535,7.04724409449,3.62204724409,3.54330708661,6.62204724409
2009,2.98031496063,0.929133858268,1.75196850394,4.68897637795,5.16929133858,10.0472440945,7.1062992126,4.22834645669,2.26771653543,5.58661417323,1.61417322835,7.26771653543
2010,2.08661417323,6.6968503937,10.688976378,2.99212598425,3.01181102362,2.20472440945,2.59842519685,4.14173228346,3.66929133858,4.91338582677,2.14960629921,4.24409448819
2011,4.94094488189,3.46850393701,6.19291338583,5.35826771654,5.11023622047,3.25590551181,3.03149606299,18.9488188976,9.3937007874,6.0905511811,3.04724409449,4.00787401575
2012,3.23228346457,1.37401574803,0.96062992126,3.56299212598,5.37401574803,2.97637795276,4.20866141732,2.91732283465,4.3937007874,2.92913385827,1.81102362205,4.8031496063
2013,2.75984251969,4.25196850394,2.8937007874,1.31102362205,8.00393700787,10.1102362205,2.84251968504,2.85433070866,2.95275590551,0.362204724409,3.15748031496,4.85039370079
2014,2.79527559055,5.48031496063,3.67322834646,7.85039370079,4.37007874016,4.25590551181,5.5905511811,2.25196850394,1.20866141732,5.77559055118,4.51181102362,6.03937007874
2015,5.22440944882,2.04330708661,4.72834645669,2.08267716535,1.85826771654,4.79133858268,3.97244094488,2.35039370079,3.27952755906,3.91338582677,2.0157480315,4.72440944882
2016,4.41338582677,4.4094488189,1.17322834646,1.61811023622,3.75590551181,2.59842519685,7.01968503937,1.97637795276,2.79527559055,4.14960629921,5.41338582677,2.88976377953
2017,4.82677165354,2.4842519685,5.25196850394,3.83858267717,6.38188976378,4.76771653543,4.18897637795,3.34251968504,2.00393700787,4.18503937008,,
